Category,Complaint Description,Staff Assignment,Auto Priority,Auto Severity,text_length,word_count
Bed Roll,The bedsheet is damp wet and smells of mildew fungus indicating it was not properly dried before being packed and distributed to passengers,Housekeeping Staff,Medium,Medium,139,23
Corruption,The railway staff demanded bribe money for providing basic services that should be free and refused to help without payment which is corruption,Station Master,High,Critical,143,23
Security,Someone is attempting to pick the compartment door lock using tools from outside and trying to gain unauthorized entry while we sleep This happened during my recent journey.,RPF Security,High,Critical,173,28
Passenger Amenities,The coat hook hanger is broken missing and there is nowhere to hang clothes bags or jackets properly in the compartment space,Maintenance Staff,Low,Low,125,22
Security,I am reporting that i need protection as i am a witness to a serious crime that happened in the train and perpetrators are threatening me to stay silent,RPF Security,High,Critical,152,29
Unreserved Ticketing,The TTE issue regarding my issue.,TTE Staff,High,High,33,6
Passengers Behaviour,Someone is occupying my confirmed reserved seat and rudely refusing to move despite showing my valid ticket and requesting politely multiple times,TTE Staff,High,High,146,22
Passenger Amenities,There is no reading light provided above the berth making it impossible to read books or work on laptop during night hours,Maintenance Staff,Low,Low,122,22
Medical Assistance,A co-passenger needs medicine immediately to save their life.,Station Master,High,Critical,61,9
Security,Someone robbery and I need immediate police help.,RPF Security,High,Critical,49,8
Passenger Amenities,There is no hand sanitizer or soap provided in the washroom for passengers to wash hands after using toilet which is unhygienic practice,Housekeeping Staff,Medium,Medium,136,23
Medical Assistance,I am reporting that someone is having a severe heart attack chest pain and we urgently need a doctor and medical help immediately to save life,Station Master,High,Critical,142,26
Coach - Maintenance,The folding tray table is broken and will not lock in place properly and keeps falling down making it useless for eating or working This happened during my recent journey.,Maintenance Staff,Low,Low,171,30
Electrical Equipment,There is a strong burning plastic bad odor coming from the electrical control panel and it might catch fire soon if not checked,Maintenance Staff,High,Critical,127,23
Passenger Amenities,The luggage rack is broken sagging and cannot hold weight of bags safely as it might collapse anytime causing injury or damage I am very disappointed with this.,Maintenance Staff,High,High,160,28
Catering,The food served contains excessive oil and ghee making it very greasy unhealthy and difficult to digest for elderly passengers and children,Catering Staff,Low,Low,139,22
Medical Assistance,There is no first aid kit available in the coach during critical time.,Station Master,High,Critical,70,13
Miscellaneous,Mobile cellular network connectivity issue on this route is extremely bad with no signal making it impossible to make emergency calls for help,Station Master,Low,Low,142,23
Catering,I am reporting that the pickle and chutney sachets provided are leaking and expired based on the manufacturing date printed on the small packaging label,Catering Staff,Medium,Medium,152,25
Corruption,The railway employee refused to perform duty responsibilities unless bribe was paid which is serious corruption and violation of service rules,Station Master,High,Critical,142,21
Coach - Maintenance,The folding tray table is broken and will not lock in place properly and keeps falling down making it useless for eating or working,Maintenance Staff,Low,Low,131,24
Unreserved Ticketing,I was issue for the ticket which is issue.,Station Master,High,High,42,9
Passengers Behaviour,Passengers are carelessly littering the floor with food wrappers paper and garbage everywhere instead of using the dustbin provided in coach,TTE Staff,Low,Low,140,21
Coach - Cleanliness,I am reporting that there are huge spiders making thick cobwebs near the upper berth reading light fixture area scaring passengers trying to sleep,Housekeeping Staff,Low,Low,146,24
Corruption,There is issue happening by issue.,Station Master,High,Critical,34,6
Medical Assistance,I am reporting that someone is having severe allergic reaction anaphylaxis and needs emergency medication injection immediately to prevent death or serious complications,Station Master,High,Critical,169,23
Medical Assistance,A diabetic patient requires insulin injection medicine immediately but there is no medical facility or first aid kit available in coach,Station Master,High,High,135,21
Security,My mobile phone was snatched through the open train window near the door when the train slowed down at the station platform,RPF Security,High,Critical,123,22
Water Availability,The hot water heating system is not working at all in the AC coach and only cold water comes out even after waiting,Maintenance Staff,Low,Low,115,23
Coach - Cleanliness,The cleaning staff deliberately skipped this bay section completely while sweeping and cleaning the rest of the coach compartments thoroughly,Housekeeping Staff,Medium,Medium,141,20
Security,Someone is forcefully trying to break into the ladies only coupe compartment and enter inside despite locked door raising serious safety concerns,RPF Security,High,Critical,145,22
